tweet,username,creation date
"@GeraldKutney @BrunoPresents @linneaawake @DawnTJ90 @Gerald_Bostock @ElectroMoho @controscience @peikko763 @IPCC_CH Climate change, a new coined term for Global warming..haha it's been changing for millions of years and you think modern Science has all the answers in such a short period of time?",DavidIBirch 🌍,2019-10-01 18:48:41
"“The president is a ‘moron’ “ ... Rex Tillerson

1. Coal is coming back - Trump
2. Exercise is bad - Trump
3. Mount Vernon’s doorways are too small - Trump
4. China pays the Tariffs - Trump
5. Wind farm noise causes cancer - Trump
6. Climate change is a hoax - Trump",Larry Nuosce,2019-10-01 18:48:39
You mean this is what Idiots are who are supporting Climate Change !!! @Carbongate https://t.co/Q6GNVg9urD,Ted Lack,2019-10-01 18:48:33
Finally reading my first article from @The_Corres :Climate change is about how we treat each other https://t.co/PocFaXRO74 via @The_Corres,Caoimhe Buckley,2019-10-01 18:48:28
"rich ppl talking abt climate change: either donate ur money towards some good cause making a difference or shut up and die. dont sit there doing nothing, lecturing middle class/poor ppl abt changing all our habits while you have a private jet",𝒩 💞,2019-10-01 18:48:28
"@Brandonbowser45 @GretaThunberg @AOC Here is the real climate change data. 
👀👇
https://t.co/iRJS0aYClX",MR. Bob Makenzie,2019-10-01 18:48:26
@gabriel160519 @MailOnline Global warming?,Sally,2019-10-01 18:48:21
"@billieeilish I hate to pop the bubble that Democratic politicians have given you, but scientists will tell you truthfully that global warming is a natural phenomenon that occurs every 20,000 followed by an ice age. It is NOT man made. #walkaway",RogersEVO95,2019-10-01 18:48:20
"Climate change, if the results are as predicted, will eventually affect every person on our planet. Our David Shorr joined a CEO roundtable discussion hosted by Inside Columbia CEO Magazine to talk about meeting energy needs amid a changing climate.  https://t.co/6xIAg6PYfS https://t.co/VlAQiJeTnF",Lathrop Gage,2019-10-01 18:48:17
"Climate change will be an ongoing challenge. Now is the time to end mass immigration and its myriad costs to Canadian society and our culture.

Fallacious cries of “xenophobia” and “racism” aren’t valid.

@MaximeBernier @ElizabethMay @JustinTrudeau @AndrewScheer @theJagmeetSingh",Señor Matangi,2019-10-01 18:48:13
"@simonekanter1 ❤️👏🏻👏🏻 Joe will fight the NRA and make gun violence a priority, along with climate change. His experience and track record speak for itself.",Darla S.,2019-10-01 18:48:13
"Aviation Biofuel!Stop all Fossil Fuels!Yes to Renewables! 
Climate Change'Pollutions'Emissions and Sectorwise GreenTech!Peace,Conflict,Climate Change and Renewables!",Mahfuja Parven,2019-10-01 18:48:13
"@COBRA19651637 @BetoORourke @AndrewYang @PowerfulJRE Did you read Yang’s climate plan or the GND?  If the latter, then #YangsClimatePlan https://t.co/NOYvhHpjyK",🤖 Bryan “TypoBot” O’Spark🤖,2019-10-01 18:48:04
"Our communities are suffering from #ClimateChange. 

House Democrats are acting on the #ClimateCrisis because EVERY American deserves safe and prosperous environments.  #ForThePeople 

https://t.co/5lchl1GwZb",House Democrats,2019-10-01 18:48:01
"""Dear Children,

""I’m sorry adults have frightened you about climate change and how it might affect your future. 

""You might be less afraid if you knew some facts that adults intentionally do not explain to you.""

https://t.co/HxVNVnfbFr https://t.co/Zj10rRCm1j",Paul D. Gallagher,2019-10-01 18:48:00
"Rail operators call for train fare system to be transformed in bid to cut carbon emissions
https://t.co/DpqvDZbmjs",Independent Travel,2019-10-01 18:48:00
"@jarrodt24137627 @NotThaStairsMan @iheartmindy @BernieSanders @RealCandaceO @charliekirk11 They've tried, but stupid politicians get in the way. Climate change is a real thing that must be addressed.",Cobra El Diablo 🐧T6,2019-10-01 18:47:57
Global warming smacking so hard they might be able to leave outdoor pools open all year now,Jack Childress,2019-10-01 18:47:56
@CaitlinPacific @NPRinskeep War is not an ecological event. Anyone supporting war is not serious about global warming. BTW how is your SUV working lately? 15MPG maybe?,Mongwau,2019-10-01 18:47:54
Climate experts’ views on geoengineering depend on their beliefs about climate change impacts | Nature Climate Change https://t.co/BwL0SdNQrZ,Ali Yasar,2019-10-01 18:47:52
Climate Change'Pollutions'Emissions and Sectorwise GreenTech! (link: (link: (link: ) (link: ) ) (link: (link: ) ) (link: https://t.co/4XGne2msag) https://t.co/4XGne2E3yQ),Mahfuja Parven,2019-10-01 18:47:51
"@AlytaDeLeon @BNeidhardt @BernieSanders Older, white, rural, impacted by climate change, cost of meds/healthcare, anti-Wall Steet, Trump betrayal/anti-Trump. You may be right on M4A, but if there’s anything Bernie’s known for its being the OG of M4A.",Woobie🌹Tuesday,2019-10-01 18:47:51
"Shitting on celebrities for using their platforms and not using their like 30M dollars to single handedly resolve climate is WILD

If you can understand that climate change is a humanitarian crisis, then you can understand it requires real fucking money LOL",HAZEL STAN ACCOUNT,2019-10-01 18:47:49
Roy Scranton: Climate Change Isn't World War. Its Bigger. https://t.co/Ek1p4Zl1MH via @YouTube,T R,2019-10-01 18:47:47
